Title	Review
Good Concept... Horribly Buggy!	Great game concept.  Horribly coded.  If you buy no-ads, it will still want you to watch ads to continue a game.  Once you watch the ad, often it will have killed you off while watching the ad... Meaning you watched for no benefit!  This doesn't even cover issues where your land goes white, yet you are still alive.  Then there are the issues where it kills you off, and there is no reason.  Horrible, buggy implementation.   They've had plenty of time to fix it, they just don't care!
Good game	I like this game
Awesome game	I absolutely loved it!❤️👍😀👍👏!
Great because of change	Other games can be awesome, but I get bored of them quick. Fortnite constantly comes out with new updates and seasons to keep the game interesting.
Things just don’t work sometimes	So I recently found out about the crosshairs editing and I was really excited but it doesn’t even work ☹️😢. I would tap on the cross hairs editing button and it doesn’t even move the screen no matter were I move it. Epic PLEASE FIX THIS I need my speedy edits.
FIVE STAR GAME	"I love this game five stars to it it’s soooo much fun 
Love it"
Awesome!	I love this game with all of my heart but the updating is annoying that u have to update it twice for one update thx love this game so much!
Dove Cameroon	"Sooooo good! 

     -Dove Cameroon"
Hallo	Happy birthday!
Helix jump	This app is amazing✔️✔️✔️✔️✅✅✅✅✅✅✅✅✅✅✅
Can you please bring back the t-pose?	Tpose tpose tpose tpose please bring back the tpose because I want to but and my friend wants to buy it too
It’s great but	It’s a great game and all but fortnite is running out of ideas for the seasons that are coming the seasons like season 1,2,3,4,5 were great but then the game started running out of ideas I hope fortnite has a idea for the new seasons that will be coming.
Good but needs work	Fortnite is my favourite game but on mobile I dose not work it takes way to long to load and often crashes
No sleep because of this game	Didn’t go to sleep because I was up all night playing this Game
Helex jump lover	This game is a hit! it’s so fun to play when your bored!
I’m addicted.	This game is so good but the game keeps putting me against switch players. I love this competitive game though. I am addicted. (Remove burst smg and bring back the suppressed smg
Help	I love this game and it’s great, but it won’t update, I’ve tried everything but it just won’t and I can’t play it
Add it to iPhone 6	Can you add the game one iPhone 6? Pls I really want to play it pls
Crashing	The screen just goes blank on my iphoneX
It’s ok	Look l really enjoy this but....... it’s wasting my time. When it’s loading it takes 5 minutes and l think it should be quicker. But l really like it because it’s fun and it’s a really good game.
This is awesome	This game is so SATISFYING!!You have to get this. Though my friend played it and it got a little stressful for her, but if your like me you will LOVE this game!
What	This is a iPad mini 3 and it’s says when I get into the app. Yore I pad can’t run this app you need 2GB and I have 3GBs. 💔
WONDERFUL	This app is a great game to play! There are cheats too! Just go on YouTube and type “Paper.io 2 cheats” ITS AMAZING
🤦‍♂️🤦‍♂️🤦‍♂️	All the game does is lag out every time it’s in endgame
I can’t even get the game	They should make it possible for iPod touch
I still have ads after purchase	I love this game so I purchased the no ad and they still pop up?????
crashing on iphone	"i used to have no trouble w fortnite, but recently its been draining my battery like crazy, like ill plug it in and itll be charging but the percentage would go down. i tried turning my wifi and bluetooth off but it still drains and doesnt charge (but it says its charging) 
it also has been starting to glitch, freeze, and then crash. its been doing that for the past two days and ive never had this problem (i play on an iphone 8+) 
i also have a problem with the audio whenever i go to check the time (and my battery to see if it will ever charge), or ill click the home button, or ill go to turn my brightness up and then the audio will like switch to only one side of my phone instead of the top and bottom (idk how to explain it) so i have to end up restarting the whole app
other than that its good."
Worst game ever	I hate this game everyone is. Insulting me and they say that they will report me if I win 😢😭
Great, but needs improvements	Currently around lvl 80. The game is great just for an beta game. For those people saying “Missing resources” keep in mind. This game is still in beta/alpha. It’s no where near complete. Here’s some suggestions. Make a crossbow with an active skill mod that makes the arrow explode, add more snipers, add light machine guns, add a fully automatic shotgun (AA12 Ect.) At last. You should make it so we CAN get the atv Transmission right now but we just can’t complete the atv until it’s released because then we have more goals to complete to keep the game interesting. Anyways, that’s about it.
Add	This is a really good game, but what I don’t like is the adds every two times you die.
FORTNITE IS THE BEST GAME EVER!!!!!!!!	Me and my brother play all the time (I’m a girl) he plays on ps4 I play on mobile Fortnite keeps me active and happy sometimes I rage because he kills me a lot.thx for making this game epic games.
BANNED THE HACKERS	The hackers
You can play with your _______________	1iwhfiqehfiehfiehfiefhwivnoeqhbpuoewrvnepirjveipwjfpwrnivodwnvjpwnviwdnfwienvpiwefmbGdjbcdbcjdbcjsbcsjndiwnxisnxsjnxjsnxiwnxwixnRivbhiwecbwwidbsqhicbw2uodvwqduovEejfbueibfwoucbjiwdbowjbdjowdbwjodbjwoodbjAejbcjsbcjdbcjdbcjscbjscbjRjoejfiejfiwncisncsincksncskT game3femifnefienfiwnfwinfeinfienfeinf
Too glitchy	Every time I would try to revive myself I would watch the video and would still be eliminated. When I would spawn, about 90% of the time I spawned inside of another player and would die immediately...
Please	This will only tack a minute but please let any apple devise (every iPhone above the 6 and any iPads) please help me get this out.
The best game ever	This is the best game I ever had I love it so much
Fun for long time	Amazingly addictive
Lags	It’s fun but I’ll playing trying to turn and it will lag to the point where it will make me get and have to start all over
Great	It’s great period Fortnite got me into FaZe.Go look me up at FaZe Venom
updates	stop freaking making updates every day. if you want updates then make updates that make the game much much better
Paper.io	I really like Paper.io but it is really hard
Awesome	This game is soooooooooooooooo fun get it now
ADs	I was on audiomack and the ad for this app kept coming on and I couldn’t even push the X button because there wasn’t one and I closed the app went back to it and it kept happening now I can’t even use the app
Great game	This game is very addictive it’s slow bringing out new updates but it is still in beta and it dose make the updates more exciting. I do think they should have a daily log in reward other than that I would say it’s the best iPhone game out.
mupltiolayer	how i can play with my friend without level 27
To Fortnite	"Hey fortnite I have been playing your game sense season 2 and I was wondering if you could add some of the OG dances to the item shop like the floss,worm,ride the pony,orange justice,and hype. 
                               Bye 
                                     Twitch_FurilousB"
I don’t like it because	It takes away my family and they won’t play with me
Extra life is bs	I was at 55% when I lost. I watched an ad to get the extra life. It reset my percentage a couple seconds after I started playing again to 0% and I lost instantly even though I was on my property. This happens everytime I click for the extra life. Why offer an extra life if it never works? Atleast the original paper.io worked correctly.
HELP PLEASE!!	I used to love playing Fortnite but now I can’t because it just keeps crashing when I want to play
Best game in the world	I love this game much thank you for marking and I love you guys so peace!
Laggy	The game is fun and all but they always kick me out when I'm playing and the loading screen takes so long like seriously.
Like the game have a lot of fun but update is long	Hi=Bye
I love fortnite	Epic games you Gus have to fortnite better
Over it	Stop taking away team rumble. It’s the only thing I play every update you ruin it with some random new thing. Don’t fix what isn’t broken
Guns of Boom	It is very fun and gets addicting
SEASON 8 SAVED FORTNITE FROM DYING	so fortnite was dying by apex legends more players were join apex .L instead of fortnite but season 8 GOT FORTNITE BACK TO NUMBA #1 VICTORY ROYAL
Maybe something new	This game a very fun to play I’ve been here since season 1. But something that would be very interesting to see in the future is “save the world” added to this game. I know this game is only supposed to be battle royal but maybe seeing save the world in the future would be very cool.
Shahyan	You should let any phone play fornite because it’s not fair at all.
Really good	I have been playing this on my iPad Air 2 and the quality is really good
Wow fix the suppressed scar	The suppressed scar has no aim causing more deaths either remove it from the game or make the shots more accurate FIX IT
Give me my stuff back	When I logged on three of my items were removed why did the hell did that happened explain because I’m really mad give me a refund of my stuff:items lost ,Commando outfit,1200 vbucks put me minus 1600,and my hot and cold wrap,first broken cross hairs now this fix your f🤬🤬🤬🤬ing game
It doesn’t work for 6plus	Can u pls make it so that it works on 6plus pls otherwise really good game would be 5 if they made it available of 6+
Get on iPhone 6	Fortnite is a great game on mobile but please make Fortnite for iPhone 6 also
I love it 😊 but it needs improvement	"I NEVER write reviews EVER but I felt like I had to for this one ☝️...... first off this game is SO relaxing & satisfyingly awesome! The game it’s self is a great idea, but there are some drawbacks 😔.....

 No matter what  there are ads on the screen 📺 I mean unless you get tricked into buying the “no ads “ with helix premium. One other thing  I dislike bout this Game is that it glitches up!  I don’t know if this is just my phone but it’s SO annoying! 

Overall this is a great game but the ads and the glitches should be fixed....."
One problem	There is always adds. Adds here adds there. I love the game but to many adds. I get if they want some adds, but they should lower the amount of adds
Great game	It’s really cool I play it on my phone and Xbox better than pubg 😂😂😂
Quite addicting	It is a great gam and I recommend playing it
Best game ever! 💖	I'm 9 years old and I'm on level 181 this game is so fun I play it 24/7 💖💖💖💖💖
Butt	Its a piece of crap butt game. Every time I get in a fight it says input blocked and I die. I don't even have anything plugged into my phone or anything hooked up to my phone.
LET ME UPDATE	Fortnite is not letting me update I updated it twice but still nothing the proximity grenade launcher is here and the challenges are out so I’m annoyed I want to use the new gun and do my challenges
Really good except for the platforms	Up until about in February or something, this was a really fun app, but in an update around then, they combined the online game fill regions for this app with the fortnite on the Nintendo switch. This doesn’t really make sense, because people who play on the switch are like 5x as good as mobile players, and it hasn’t been very fun on mobile since then. I would give 5 stars if they made the fill platform for just mobile, or at least made an option to change that
Good game but major flaw	It is always updating
Fortnite	Best game on mobile hands down
This is the best	I really like this game
It’s not for mobile	Fortnite is a amazing game I really love playing it but the game is not for mobile the thing I don’t understand why let people play in their phone if it doesn’t work. I mean PUBG has published to the mobile and I never had any lags, glitches, and crashes. I believe they should work on how not to lag and other stuff  on phone, the game amazing but if it’s for mobile don’t put it on App Store or improve to play without any lags glitches or crashes.
Fortnite	Is the best game ever
Great Game, one huge bug	So I’ve had helix jump for a while now, I’m about on level 604, with a best of 2 million. I love the game, and the concept. But, earlier today I tried going into the game, and the intro got all wack. It skipped to level 54, then the ball was going down the tower but the numbers weren’t moving. It never got to my level, and stopped and 56. Then nothing showed up, no play button or anything. I’ve been having problems like this a few times since Voodoo made the new intro. I hope you fix this bug, because helix jump is a major time passer and is a very fun game to play when you don’t have WiFi. Thank you for understanding ❤️
Del juego	E sun buen juego
Its a fun game	I think it should’ve got free stuff for people
Best game ever	I love this game it is better than any kind of game it is one of my favorite and I wish that you have to complete some challenge and get the battle pass and also take care bye
Great game on the iPhone SE	Can u guys make all guns shoot at there accurate speed because they shoot a little slow thanks.
Replying to insurgenysoldier	They didn’t because they don’t give a f about the community.
THIS GAME IS LIKE MINECRAFT	UGHHH I’M A EIGHT YEAR WHO IS REALLY GOOD AT THE GAME BUT I HATE HOW MINECRAFT AND FORTNITE ARE THE SAME LIKE FOR REAL MINECRAFT IS THE BETTER VERSION OF FORTNITE OMG
Fortnite	"Currently beats every other battle royal game 
But there are some glitches"
Really?	It should support all apple devices, it makes me mad to see I can’t play it
Fix bug please	Game is so good and entertainig, it helps me to kill time. Just please, fix bugs, it keeps bugging even on iPhone X and ball moves slow while playing the middle of the level. Otherwise, it's really good.
This game	This game so good bruh I can’t stop playin it my dad took away my iPad cuz I was playin all day
Pork chop express	I have been playing this game since season 1 it is a really good game  but I think it has gone downhill but it is not bad.
Cool	Cool Game
Amazing game and controls	This game is awesome on mobile and Nintendo I love this game I have so many friends the controls are super easy and fun on the iPad and Nintendo if there’s always a new mode I’m in because this game is so cool though I wish you could collect v bucks without wasting money but I love this game whoever made the game you did a great job!😄😄😄
Paper.io 2	This is the best game ever💜 and it’s so addictive and I play everyday and cant stop playing once you start playing you can’t stop
Updates	They won’t show up
Error	After this update the game is not opening kindly do something
Fix bloom	Fix bloom please...
The best game ever Fortnite	Super fun to play and buy skins and daces you will not be disappointed
Love this game but.....	I love this game. I’m been playing it the past 2 weeks, but there is little problem about it and it is about the energy bar. It takes forever to get to at least 5. So can please put the time for 1 energy to like 1 minute or make the run use less energy but still I love this game.
Pretty good	I like the game, and sometimes slow
hard	Make it easier
Best game	This game is the best in my opinion but I think they should make it for iPhone 6 just because I really can’t play it on my phone
Very nice. But some flaws.	This game is wonderful and I have much fun playing it. I’m not exactly complaining about the ads, but it’s what happens during them. I was playing the game and my thumb went to the bottom of the screen where an ad was. It took me to another app ( which was safari ) without asking my permission. That didn’t upset me but when I came back to the game my thing kept moving and I died. I know no matter what you play it’s an AI I believe so I was upset when I found out it didn’t pause. Other than that flaw the game is amazing and I highly recommend downloading it.
adverts	I’ve seen the same advert for tiktok atleast 50 times in the last 5 minutes constantly without rest
<3	<3
This game is the best!!!!	I love this game you definitely should get it it keeps you on your feet if your going to die win get great tools get air planes all of that I really do like playing this and you should get it!😃
Best game ever	I love this game 247 I play this game it is so awesome I really recommend this game I would really try it
It’s slow	When I have internet the process of logging in to the game will start going back instead of forward
Let me play	Dear epic games, for some reason I can not sign in to fortnite. I am very mad😡😡😡. I need to play because fortnite is so addicting. My user is 101Kmac17137. Shank you👍👍👍
Great game but........	This game needs bug fixes because every time I play I loose because of all of the lagging. That makes me angry.😕☹️😞😔😣😖😫😩🥺😢😭😤😠😡🤬🤯😳🥵
Sector 7 trunk	Love this game but a bit confused as to why in the new update they decided for sector 7 to remove the trunk. Are you removing it to make it harder for everyone? I would think you’d leave it to help benefit the people playing. We only get that one backpack that doesn’t fit to much. So we either loose everything we worked so hard to get once the 3 days are over or we just pick and choose what we’d like to save. Can you answer my question please?
Fortnite	I love fortnite. I play on IPhone SE and Xbox One. But on iPhones it’s hard to aim and stuff
Trash just trash	Only small pp virgins play this
Just to hard	Why at the being everything hard comes even on the first level WHY just WHY
WHY IS IT NOT COMPATIBLE WITH IPHONE 5s	"I really enjoy the game but I can’t play because it’s not compatible with my fricken phone!!!!
I have to pay my sister to play on hers! How hard is it to make it for iPhone 5s! PLEASE UPDATE, PLEASE LISTEN!!! This is crap because of that! Please change in season 8!!!!"
Hate the frequent updates	Annoying updates every 3 or 4 days, tired of this sh*t
Make it for every phone and iPod and iPad	Great game but make it for every device
Tons of bugs	I bought the full version and love the game. But there are so many bugs! I’ll lose all of my land for no reason, or I will just die out of nowhere and not run into anyone or myself.
Some patches	I love the game I just have some patches needed to be made pleased fix update delay for mobiles
Good but bye bye battery	It is a super fun game with cool aspects, but kills my battery too quickly so i rarely play it 😔
Fornite for noobies	Get packing Noobs fornite on mobile is easy you can turn into a pro.My highest kills is 14 you can do it.So first time I got on it was kinda good.I left the game for life so when I got back everyone was so good.So if your bad you need train really hard to get high kills.
Yummmmmmmy game	Yum yum yum yum yum yum yum yum yum yum yum yum yum yum yum yum yum yum yum yum yum yum yum yum yum yum yum yum yum yum yum yum
Lag	Lag
One of my favs! But they need to go back to original!	This is one of my favorite games! You can play over and over, it’s easy, mindless and fun (which is what I look for in apps). Whatever they recently did to it though, stinks! Go back to the way it was! I have to watch a ball drop all my levels before I start? Dumb
I’ve been playing since season 5 and this is great soo far	It’s just the best game
Love The Game,But Also I Have Some Suggestions	I really love the game compared to the first version.This version is way more smoother and you can turn in any direction you want.I don’t like that there are SO MANY glitches in the game.I also don’t like that you can die so easily if you didn’t fill up your space that you’re creating, if you know what I mean.I mean there is a line which you move with.If there is another player going through your line you die.I don’t like that is that if you don’t touch your screen on which direction your going it will just move for you!Please fix all of those things that are in the game!
I love this game	I love Fortnite I love the graphics and everything my favorite skins are black knight red knight and merry marauder the cool thing is that I Have all of them I hope Fortnite is forever and I hope everybody enjoys it I hope the ones that don’t play Fortnite that they will cause it is a great game pls follow me on Instagram at thegoat14 and subscribe to my YouTube at thegamer10
This game dodo play apex	Toooooooo many updates yay dumb ppl
Amazing	I love this game and I’m a level 22 and only thing I need is the handlebar to the motorcycle
THIS IS ONE OF THE WORST GAMES	THIS GAME MAKES ME LOSE AND THEN WHEN I TRY TO REVIVE AGAIN I CANT AND I GET SO ANGRY WHEN THESE BOTS KILL ME💔💔🙄🙄🙄🙄🤮🤮🤮🤮🤮🤮💩💩💩💩💩💩💩
Fun but kinda bad	This game is fun and nice creative and this game has features and guns you can play with online players the thing is people’s mind is going to be focused on this addictive game people rage over the game when they die espesically like ninja,myth or others
Yeah, unacceptable.	A little tip for you all— All of VooDoo’s games have bots. Not real players. It’s a bit obvious now. It’s super dumb because there seems to be a lot of people playing their games, so what’s the point of having fake players? Seriously. There are also too many ads. Blegh.
iPhone 6	I can’t play but I love Fortnite, please make it to play on iPhone 6
CANT EVEN PLAY	Every game I go into my game crashes. Sometime I can play a game but after I leave to go to the lobby again the crashes again. PLEASE FIX THIS CRASHING THING. It crashes waaaay to much
Game crashes and I tried too hard	I have been on mobile for quite some time and I have always loved it. But, epic games definitely tried to hard. And when I get into a match before I even land it exits out of the app. It frustrates me so much and I am now deleting the app. I really wish that you would not have rushed it.
Fortnite honesty	People say this game is dying but really it’s grown more than ever it will always be a famous game I love this it makes me happy and so many more keep doing why your doing epic 😇
I LOVE THIS GAME but I would like more good weapons g	Hi, I have been playing fortnite since the very beginning. And since I have played the game a lot, I know this game very well. It is very addicting and I love it. But, I would love more guns and more creativity in the game. If you add more creativity into this game, this game would be perfect. I would bet my LIFE that this game will always keep improving. Thank you! 😎
Why is it not on the iPhone 5s	"I have a iPhone 5s and I really like fortnite, but I can’t play it on mobile, I’m not getting a new phone just for this game, so please could you support it for all the 5s users please,
Thank you"
Too many ads	Every two times I die it gives me a ad and is very iratating
Love the game, but hate the updates	I haven’t played in a while, but when I did, my screen would get stuck on the challenge map thing. I had to delete the app at level 5000 something. Not happy about that. I’ll give it a second chance and download the app again
Playing Since Early Release version, still pisses me off!	Enjoy playing and I have been at level 99 for almost a year.  One issue I have is when you clear the bunker or police station to the best of your abilities and let it reset, you barely get a tickets the second or third time around.  Also when in the world are we going to be able to get gunpowder and ash wood etc... there is still a lot of things we cannot build.  Last thing is if you are building an item and then change your mind you should be able to pull your materials off said item.
REVERT	REVERT
Skin	I love this game so much because some kids who don’t have a ps4 can just download the app and play with friends so yeah and also.A note is to please at least have only one free skin or like this update where people can create there own skins just like the ones in Minecraft.
Free skin	Free dance
Fortnite	It is very different from the ps4 but I still like it I like playing Fortnite
I love this game but I have problems	I love Fortnite a lot. It’s the best game I’ve ever played before. But there also a lot of problems too. Like for example, I always get kicked out randomly. Another example is that whenever I get on or I just finished an update, I get into a match and I don’t load so I have to get out and go back in the game and it’s really annoying. And also at random times when my WiFi didn’t is on still, it takes me to the title screen and I have to get out and get back in. It’s really frustrating. And also, when I report a hacker or a bug, the problem never gets solved. I also think for season 9, you should bring back the pump and we could have a different variety of shotguns. Thank you for reading this.
Fortnite	The best game
The game	I love this game. It is fun. Why did you have to disable the mobile voice chat mic? The building is better when you put it on high sensitivity. I love the game very much. Thank you for making a app!
minecraft	gave it a 1 star bc minecraft needs to be higher so i’m brining the score down. btw i came from tik tok :)
Copied pubg	Gshfjsncklkjk
Land Deleted Randomly	It keeps deleting all of my land when no one has taken my land over. Always happens when I get to about 45 percent cover. It has to stop or I will be deleting the app.
Ughhh	I love this game but I was on a really high level and now it's stuck in the opening page and says I'm on level 70 😭😭 Please fix!!!!!!
Fun	Fun
Needs improvement	I love Fortnite I play it almost everyday when I have free time but when I am on the go or can’t get on my Xbox and I am so close to completing a challenge with v-bucks as the reward so I can get the battle pass. There also needs to be a way to get old battle pass skins.
I’m kinda upset about this not really	It’s kinda annoying when you use crosshair editing and you click the tiles withheld ur finger and not ur crosshair is super annoying so could you guys please give us crosshair editors an option where you don’t click the tiles with your finger and use the crosshair editing, without you accidentally pushing the tiles on accident I get annoyed by this and die bc of this
No 60 FPS SUPPORTED ON IPHONE X	NO 60 FPS SUPPORTED ON IPHONE X EVEN THOUGH IT HAS A 60 HZ PANNEL.
Really fun and addictive but a lot of crashes.	It’s really fun to play and really addictive. I’ve been playing since the beginning of season 4. But recently I’ve been experiencing major crashes. I would be a minute into the game and then getting loot after landing and the game would just crash me to my home screen out of no where. Btw I’m playing on a IPad Pro. Please help with this.
Fix your glitches	Too many glitches they really need to fix it
iPad	I have a iPad mini and why does it not work! I am so mad you need to make this possible because right now it is impossible!!!
Let it be free!!!	Plzzz just make it free for players
Fun game	It’s a fun game and I like to play it but it would be nice to have color options because the colors for the levels are put frankly, terrible. Please more color options.
I’m Really About To Give It A Go	Ok, I caved.
Okay but	I LOVE Fortnite but it CRASHES!!!!!!!!! 😡😡😡
Fortnite	Best game I have ever played in a long time I would recommend this game
Kool	It’s kool
Ads?	I love the gameplay but i deleted it cause to many adds and not paying the money. Ill watch adds for revives but i need the x in the corner at other times. Ads will make you loose money if its to forced on player base. Also played 10 games with the same 10 people. Player base is gettin low . Me and my friend got on at same time and ended up in same game 9/10 times. Just hopfully you fix other bugs to.
Fortnite	Every time there is an update I have to wait till 12 or later waiting for your stupid game to say update in the App Store. I enjoy playing the game but when it comes to things like this I don’t enjoy it. I am a very good two finger mobile player but why do I die to stupid glitches and exploits that your game has not fixed. Also, mobile is a very good and fun platform to play on, mobile players are not very well treated like every other console. For example, we got our stats in season 7-8 while every other console got it wayyyyy earlier
Game crashing	My fortnite on my iPhone 7 keeps crashing. I play for like 5 minutes straight it takes me automatically to my home screen... sucks☹️
Auto-fire	The auto fire option is a really unintelligent decision for me, it takes away skill and makes the game overall bad, it literally take little to no skill to get a elimination, all you have to the is just aim your cross hairs on the enemy and that’s it! Just because it is mobile doesn’t mean you need to mess up the gameplay.
Dissapointement	I was expecting this to be on most devices but only a few please fix ur crap game epic
Me gusta le juego	Pero pueden poner una skin free para los noobs ???yo soy un noob y también si no estoy pidiendo mucho saquen del juego minigun
Mobile trash	"I think What Epic games have done for Fortnite mobile is trash the server crashing, game glitching on spawn and everything else. I think that if Epic games knew they couldn’t handle all of this on Fortnite mobile they should of never released it. Because no matter how many updates they produce they only fix bugs that have been there of a week or couple of days the bugs that have been there since Fortnite mobile and it just goes to show that Epic Games can’t remove these bugs and whenever I drop on spawn my character freezes and I can’t move and I’m taking about all devices. 
Epic Games please sort out these bugs"
Too much space	It’s a good game if you have one of the newer phones that also has a plenty of storage space. Each update take up at least 2-5 more gb which is very annoying.
Take so long	So I wanted to try fortnite so I down loaded it and it takes like 30min for it just too load so don’t get this app
Don’t know cuz I can’t play	What I don’t get is why the better versions of iPhone 6 but the normal one what is epic games doing making this game only for the rich and my dad pays more for owning a phone then would for buying one that lets you time travel
Sooo gud but	Hello I’m a player of this game and I resently got to lvl 100 but as soon as I got there I auto loged out and lost all my data if you can help plz contact! Ps English is not my first language
Wrenches and ridiculous stuff	I really enjoy playing this game but the drop rate on some items is ridiculous. Need wrenches for everything and they are impossible to find. You think if you can craft a gun you could easily craft a wrench?? And getting through Bunker Alpha, and the farm is insane. Savage Giants absolutely devastate you.
I love this game❤️❤️❤️❤️❤️❤️😍😍	I love this  game it is really fun I want you guys to make a new game.
Outstanding game!	This is an outstanding game, impeccable I shall say, however I am very sad that fortnite does not support iPhone 5s because that is the phone I have, also I play on PS4, and I’m happy keep it up EPIC GAMES :D
Little bit laggy	So this game is great 👍🏽 but it has a lot of lags but I love this game it gets so addicting I’m addicted 🥳🤩🤪😚😋😜😎🤓😹😸😺😻
BEST GAME EVER but	"Ok so I play this game everyday and it’s awesome but this new update BROKE Fortnite it won’t update and I’m stuck on the finalizing initializing updated faze so I can’t play 
The 14 days of Christmas is out and I’ve already missed 2 
It’s winter break an my friends are Expecting me to play so please I want to continue with this game I’ve bought the BattlePass and it’s being wasted I love this game and I really don’t want to revert to     Creative Destruction or   PUBG 
Idk if it’s just my account but I need this bug/glitch to be patched 
Please Fix This From : Loyal Customer Who Doesn’t Want To Go For The Dark Side Of Battle Royal"
FORTNITE	FORTNITE IS AMAZING
It’s good but bring the pump back please	I’m begging you epic games
It takes a long time to update	There are a lot of glitches in the game but it’s a really nice game
💋💋💋💋💋	Best game
My skin?	"Hey I just bought the tomato head skin and I didn’t get it so can I please get it?

From,
InfiniteBacons 

To
EpicGames.inc"
Great game	This is a great game it is sometimes addictive but it is great this is a game about a 3rd person shooter battle last one standing gets a,”Victory Royale.” There are different game modes and events. Best of all you can play with your friends!
Fun Game	Oof I haven’t won but hope to in my future.
Please nerf	Ok I am getting quite annoyed by the smgs can you guys nerf them please before this game starts to die...
Too glitchy and way too many ads	Simple and addictive game but really too many bugs and incredibly long and tedious ads. Too bad.
I love fortnite but the graphics are bad	The graphics are so bad I wanted to download it on Mobile to play on the go but it is always lagging and the graphics aren't so good so I'm just gonna stick to PlayStation fortnite 😢
Best game ever	ILOVE IT
So fun!!	So fun been stuck on it for so long. It’s challenging but so fun. Recommend downloading if bored and have time!!
This game is trash	I don’t care about what y’all think this game used to be good but now that they brought back the drum gun this game is starting be disliked by more and more people and apex and Minecraft are two of the funnest games to play right now
RemoveTheAds.	"Omg like mostly every time I die on Helix Jump it shows an AD!! Please remove the ads! Without that, it’s a fanstastic game. Really fun to play. I would highly recommend this game for users who like to watch ads. Please remove the ads. That would make me so happy. Thanks! 

<^> Captain•"
Trash	Broken badddddddd
You are great	You are awesome
Tickets back	Hi epic games I used my tickets and also you might have one not too long ago my friends never get tickets back because its been so long since we got any of our tickets so they are asking for tickets back
This game trash now	Fortnite was good but apex took over you Need to stop adding new things trashcan I have been playing nba2k19 because Fortnite is boring
1/10	Took all my v bucks away
IDEAS 💡	Okay, so this game is really fun, and I enjoy it a lot. But for the double down green arrow that speeds you down, you should make a double red arrow that bounces you back up. I think that would make the game more interesting. Or if you could compete with players to see who could go down a certain level the fastest. Or, instead of competing, just do a timer, and try to get your best score, and maybe do that with normal levels. I know that the difficulty of the levels get harder as you go on, but so should you ability with the game.
The best game in history	This is the best game I’ve ever played in my whole intire life this is a 5 star rating for this game and that’s why it’s the best game in history 🤗😊
I love it	One of the best games but maybe you could fix some lag thats all
Apple is making this game Awful.	They have for months know delayed the putting out of updates. It is a reoccurring problem and a thorn in the side of IOS gameplay for fortnite. Apple seems to have no problem with PUBG or any other game. I don’t know what has occurred but I wish Apple would think about its consumers.
iPhone 6	Is there any way that they could make it work for a regular iPhone 6 💔
Fortnite	I love fortnite but the down side is that you can’t download it one iPad mini 2 or 3
Best Survival Game	Best iOS survival game overall, I have tried so many never liked any but found this
Awesome	Good game but it would be awesome if you can buy v-bucks for 5 dollars
Battle pass	I love it! Also I don’t like how on mobile you can’t update the game it keeps on saying open not update pls help. Mobile players are desperate to  check out the update. IT IS NOT FAIR! Sort it out
LAZY!!	Whenever I fail I click second try. 5 try's later. SECOND TRY WHY!!!??? the coders are just lazy!! And there are too many adds, but otherwise the games fine just low key.
Best game in history	This game is so addictive and I play it all the time with my friends in squads or dous and it is soo much fun thx epic games to make the game so awesome.
TOO MANY ADS	This game can be pretty therapeutic; however, there are too many ads! They pop up between about every two games, or so. If there were any (pop up) ads, I’d enjoy this game much more.
It’s the best	It’s
Logging me out	Fortnight was logging me out every time I try to get on it I was playing with my cousin and it kept locking me out every time I was playing in game that’s why I gave fortnight a three star review.
Thing that u need to fix	I love Fortnite but the thing is when sometimes I play and try to get my shotgun out it never works so i end up dying so u guys need to fix that on mobile and sometimes when I shoot at someone that’s standing still it doesn’t take any health away from them and I die by them and I have good aiming so u guys just need to fix that and the game would be so much more awesome.
AMAZING GAME ❤️❤️❤️	"This game is a very good game bc they give  everyone chances to get skins for a lower price and have all kinds of limited time offers. Not only that but the games are amazing they have solo mode,duos,squads,arena,arena duos,creative, and floor is lava. 
Something else I love about this game is that if u want to help a friend out u can gift them v-bucks or skins. And u meet tons of really cool ppl TOTALLY RECOMMEND THIS GAME"
Fortnite updates	Good game overall, however it seems like it updates every 3 days.
Ads	Waaayyyyyyy too many ads. It ruins the experience of the game
Lag	Fortnite is the most trashes game in the world I start lagging when I have 51 ms but I don’t lag when I have 56 ms why do I lag when I have lower it’s so dumb plz do not play this game then the hog opps came out I’m about to buy it then it glitch and switched to the wrong skin and brought it buy it self I got so mad this game is really bad
Bad	Do not be fooled and their ads are terrible
Lagging	This game when I play it lags and I do not like that ..... sincerely Aaron
It’s ok	Somebody takes your map and your loot👎👎👎🤬🤬🤬😡😡😡😡
MJ	Now everyone that plays Fortnite is enjoying it including me the events are awesome my favorite event is the polar peak monster keep up
I love it	It’s really good keep up the updates
Incredible	Awesome game I have 30 victories
Im Loosing My Patience	For 2 weeks now this game been glitching, freezing, and lagging. If you don’t fix it I’m deleting it.
Was good, how laggy af	"When I first downloaded the game, I had great fun, it’s a simple but enjoyable game. Recently however the lag has become so bad it has effected the gameplay. You can no longer react properly due to the choppy nature, there is nothing “smooth” about this. 
I have tried on multiple connections, in multiple locations (including different countries), it makes no different. Ultimately it is a shame."
Apex legends is trash you are wining Fortnite	Apex legends is trash
I love it	This game is so fun
